token,url,title,description,category,cat1,cat2,city_id,city_name,district,district_persian,price_total,price_text,price_per_meter_text,area_m2,build_year,rooms,floor,unit_condition,direction,has_elevator,has_parking,has_storage,has_balcony,lat,lng,location_radius,image_count
Qa9wYLXw,https://divar.ir/v/Qa9wYLXw,فروش برج باغ مدرن * هتلینگ * ویو کل تهران در تهران - 7 دی 1404,"_________➰بنامش و بیاریش➰________

برج باغ رویایی با امکانات هتلینگ
❌امنیت و آسایش کامل و مثال زدنی❌
‏⛔️⛔️   SMART HOME   ⛔️⛔️
تمامی درها و دیوارهای مجموعه آگوستیک

♦️پلان تفکیکی و مهندسی با استفاده از تمام 
فضاها و رعایت تمام استانداردها
♦️سازنده مطرح و آرشیتکت به نام✔️
4 خواب دلباز با نور مستقیم ( مسترروم)✔️
♦️40 متر تراس قابل چیدمان با ویوی بینظیر
♦️پنجره های قدی از کف تا سقف با ویوی تهران✔️
♦️متریال استفاده شده تماماً برند و ژورنالی✔️
مشاعات بینظیر
استخر وسیع به همراه سونا خشک و بخار و جکوزی✔️
روف گاردن چهارفصل با پوشش سبز با گیاهان طبیعی با ویوی 360 درجه
 باشگاه ورزشی با تجهیزات کامل ✔️
 سالن یوکا مجهز ✔️
سالن سینما 30 نفره با صدای دالبی✔️
لابی مبله و مجلل با ارتفاع سقف 7 متر * لابیمن 3 شیفت + گارد ویژه 
سالن ضیافت 600 متری با ارتفاع سقف 7 متر تجهیز شده✔️
کافی شاپ / کارواش / گیم روم / سوپر مارکت در مجموعه و انواع امکانات رفاهی دیگر ✔️
4 لاین آسانسور هتلی + مخصوص حمل بار
4پارکینگ سندی و باکس و قابلیت خرید پارکینگ مازاد
♦️ قیمت پایه متری 480 تومان",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,177000005632,‏177،000،000،000 تومان,‏478،378،000 تومان,370,1404,4,10,,,True,True,True,,,,,9
QaI0cBws,https://divar.ir/v/QaI0cBws,فروش آپارتمان 110متر تک‌واحدی کلید نخورده شهرک غرب در تهران - 7 دی 1404,"آگهی فروش واحد مسکونی – شهرک غرب


✨ واحد مسکونی نوساز و کلید نخورده ✨


 موقعیت: شهرک غرب
 متراژ: 110 متر
 تعداد خواب: 2 خواب
 ساختمان: 5 طبقه تک‌واحدی (واحد در طبقه پنجم)


امکانات:
	•	پارکینگ اختصاصی
	•	آسانسور
	•	انباری
	•	بالکن
	•	سالن اجتماعات
    •	سرایداری مقیم


ویژگی‌ها:
✔ بسیار شیک و خوش‌نقشه
✔ نورگیر عالی (غرق در نور طبیعی)
✔ ویو ابدی شمال و جنوب
✔ سازه‌ای مدرن و 3 سال ساخت


این ملک یک فرصت استثنایی برای زندگی در یکی از بهترین مناطق شهرک غرب است.


 تماس:
 حامد رضایی 


جهت اطلاعات بیشتر و هماهنگی بازدید با ما تماس بگیرید.",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,32000000000,‏32،000،000،000 تومان,‏290،909،000 تومان,110,1401,2,5 از 5,,,True,True,True,,,,,8
Aa1rr5CY,https://divar.ir/v/Aa1rr5CY,فروش 122متر_2خواب_فول مشاعات_2پارکینگ باکس_دیدابدی در تهران - 7 دی 1404,"⭐ فرصتی کم‌نظیر برای خرید این ملک استثنایی!
⭐اینجا همه چیز واقعی است

✔️ مشخصات کلی:
* 122 متر 
* سال ساخت:1400
* تعداد کل طبقات ساختمان:11
* طبقه: 8 
* تعداد واحد در هر طبقه :6
* جهت ساختمان :جنوبی
* جهت واحد:شمالی

⭕️ مشخصات داخلی: 
* سالن بزرگ با پلان بی نقص که امکان هرنوع 
   چیدمان مبلمان و دکوراسیون رافراهم میکند 
* 2خواب با فضای عالی ومجهز به کمدهای دیواری
* آشپزخانه مجهز به اپلاینس روکار و کابینت های 
   سرتاسری

⭕️ امکانات کاربردی: 
* 2 پارکینگ باکس سندی
* انباری
* 4 لاین آسانسور

⭕️امکانات رفاهی:
* روف گاردن چهار فصل با چشم انداز پانوراما
* لابی مجلل و فاخر
* جکوزی
* سالن جیم
* سالن اجتماعات
* پارتی روم
* حمام ترکی
* گیت نگهبانی ، لابی من و سرایداری ، سه شیفت

⭕️ ویژه گی های برجسته:
* سالن ، اتاق خواب ها و آشپزخانه به صورت خطی 
   دارای دید ابدی بدون مشرف شمال شهر
* بالکن قابل چیدمان 
* متریال لوکس ، تماما برند و وارداتی

⭐️ برای کسب اطلاعات بیشتر و هماهنگی بازدید، لطفا با من تماس بگیرید
☎️کارشناس امور ملکی:حسین میرزایی
 My Instagram ID: @hosseinmirzaeeii",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,44000002048,‏44،000،000،000 تومان,‏360،655،000 تومان,122,1400,3,8 از 11,,,True,True,True,,,,,17
QaCZLJTc,https://divar.ir/v/QaCZLJTc,فروش شهرک غرب فاز 2 دوبلکس 170 متری 8 واحدی در تهران - 7 دی 1404,"⚜️ دوبلکس 170 متری در قلب شهرک غرب فاز 2 ⚜️

این واحد بی‌نظیر، فرصتی استثنایی برای تجربه اصالت و آرامش در یکی از بهترین فرعی‌های شهرک غرب است.

✨ امکانات و ویژگی‌ها:
✅ بنای دوبلکس 170 متری با طراحی تفکیک شده
✅️3 خواب بزرگ 
✅ نورگیری عالی: سالن پرده‌خور با نور مستقیم شمال و جنوب
✅ مشاعات شیک و ویلایی
✅ آسانسور مدرن
✅ پارکینگ باکس اختصاصی
✅ انباری سندی

⭐️ لوکیشن و مزایا:
✅ واقع در فاز 2 شهرک غرب، کوچه‌ای دنج و بن‌بست
✅ دسترسی عالی به مراکز خرید و امکانات رفاهی
✅ ساختمان خلوت و کم‌واحد (فقط 8 واحد)
✅ همسایگان فرهیخته و محیطی آرام

 فرصتی بی‌نظیر برای سکونت یا سرمایه‌گذاری!

برای کسب اطلاعات بیشتر و هماهنگی بازدید، لطفاً از طریق چت دیوار اقدام فرمایید. ☎️",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,35000000512,‏35،000،000،000 تومان,‏205،882،000 تومان,170,1375,3,4 از 4,,,True,True,True,,35.76543934865383,51.37440854526079,500,11
QasoW7Te,https://divar.ir/v/QasoW7Te,فروش آپارتمان 205 متر برج هرمزان شهرک غرب در تهران - 7 دی 1404,"✨ فرصت استثنایی در قلب شهرک غرب! واحد 205 متری ویودار و خوش‌نقشه در برج های اصیل هرمزان، طبقات بالا ویو بدون مشرف و نورگیری عالی از سه جهت 

 امکانات:
• 3 خواب عالی با کمدهای دیواری بزرگ
• کینگ آشپزخانه بسته با کابینت MDF 
• 2 حمام و سرویس فرنگی
• 4 بالکن عالی و قابل چیدمان 
• سیستم سرمایش و گرمایش داکت اسپلیت
• کف پارکت بامبو 
• پارکینگ و انباری 

 سند تک‌برگ، آماده انتقال 
 موقعیت عالی با دسترسی آسان به مراکز خرید و منطقه

برای بازدید این موقعیت استثنایی همین حالا تماس بگیرید 
- مشاور: سام گنجی",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,60000002048,‏60،000،000،000 تومان,‏292،682،000 تومان,205,قبل از 1370,3,10 از 15,,,True,True,True,,35.763740016531585,51.36933693018202,500,3
QaGZYyf4,https://divar.ir/v/QaGZYyf4,فروش شهرک غرب 152 متر (پنج ساله) 2 پارکینگ در تهران - 7 دی 1404,"املاک الما
شهرک غرب _____ فرعی دنج
152متر 3خواب
فول امکانات
بالکن بزرگ
طبقه چهارم
دو پارکینگ سندی
 رو به افتاب
:::::::::::::::::::::::::::::::
قیمت کل :
35 میلیارد تومان
تخفیف پای قرارداد
...........................
مشاور :یارلو",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,35000000512,‏35،000،000،000 تومان,‏230،263،000 تومان,152,1400,3,4 از 6,,,True,True,True,,35.75426017541119,51.36933217944457,500,1
QaQ1fnjU,https://divar.ir/v/QaQ1fnjU,فروش شهرک غرب 120 متر آپارتمان ویلا در تهران - 7 دی 1404,"120 متر 2 خواب بسیار خوش نقشه

مشرف به پارک  و حیاط مشجر 


طبقه اول فول مشاعات با نگهبانی دائم

پارکینگ سرپوشیده و انباری و استخر 


شعبانی ((املاک آریا زمین))",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,35000000512,‏35،000،000،000 تومان,‏291،666،000 تومان,120,1375,2,1,,,,True,True,,,,,1
Qa_ItXv6,https://divar.ir/v/Qa_ItXv6,فروش 190متر3خ. شهرک غرب فاز های اصلی 2پارکینگ 3ساله در تهران - 7 دی 1404,"شهرک غرب فازهای اصلی شهرک غرب 

ورودی از لابی و لابی من 24ساعته 
2پارکینگ سندی 2پارکینگ مزاحم 
 روبه افتاب  
تراس بررگ قابل چیدمان
خواب مستر 
امکانات کامل 

مشاور شما خانم کیان",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,51999997952,‏52،000،000،000 تومان,‏273،684،000 تومان,190,1401,3,5 از 4,,,True,True,True,,,,,3
Qahs4YdR,https://divar.ir/v/Qahs4YdR,فروش شهرک غرب145متر_کلیدنخورده_تکواحدی_خیابان توحید2 در تهران - 7 دی 1404,"برای وقت شما ارزش قائلیم،تمامی مشخصات وعکس ها واقعی میباشد
این واحد مناسب خریدارانی است که به دنبال واحد نوساز(کلیدنخورده)واقعی باامکانات کامل،محیط آرام و ارزش سرمایه گزاری هستند

❌این واحد خاص درمنطقه بلوار خوردین خیابان توحید2؛باطراحی نئوکلاسیک،ساخت درجه ممتاز و فضایی آرام و ایمن مناسب شماست❌

تعدادطبقات ساختمان:5طبقه
تعدادواحددرهرطبقه:1 واحد(تکواحدی)
⬇️⬇️⬇️⬇️امکانات رفاهی ساختمان⬇️⬇️⬇️⬇️
پارکینگ دربهترین جانمایی پارکینگ های ساختمان
تکواحدی(پاگرد اختصاصی)
انباری8متری
اتاق مستر(کینگ سایز)
سالن اجتماعات
دراین ساختمان طبقات 1 و 5 موجود میباشد
قیمت طبقه اول متری 310میلیون و طبقه 5 متری 360میلیون میباشد
و....توضیحات خاص،شنیدنی دیگر
❌پیشنهاد ویژه❌
قبل از خرید واحد نوساز درلوکیشن مورد نظر حتما ازاین واحدبازدید نمایید
                 گروه مشاورین املاک هِرمِس",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,44949999616,‏44،950،000،000 تومان,‏310،000،000 تومان,145,1404,3,4 از 5,,,True,True,True,,35.76640348935374,51.378303698898534,500,11
QaH5JBtu,https://divar.ir/v/QaH5JBtu,فروش اپارتمان 125 متری نوساز، شهرک غرب، سپهر در تهران - 7 دی 1404,"125 متر
3 خواب
1 خواب مستر
طبقه اول 
دو واحدی با حداقل دیوار مشترک
ورودی از لابی
پارکینگ یکی سندی ولی پارکینگ دوم رو میشه جداگانه خرید
اسانسور بزرگ
انباری و بالکن
دارای لاندری
نور شمال و جنوب
نقشه بدون پرتی
مشاعات منظم
کوچه دنج و خلوت و کم تردد
فروشنده ی واقعی
مشاور شما
خانم اقدامی",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,34400002048,‏34،400،000،000 تومان,‏275،200،000 تومان,125,1404,3,1 از 5,,,True,True,True,,,,,2
Qa5g0T5b,https://divar.ir/v/Qa5g0T5b,فروش شهرک غرب_160 متر نوساز_2 پارکینگ سندی_اکازیون در تهران - 7 دی 1404,"شهرک غرب.   دادمان 

160 متر 3 خواب. تکواحدی. طبقه چهارم 

2 پارکینگ سندی باکس 

آسانسور انباری سندی 

سالن پرده خور غرق در آفتاب 

خواب مستر 

تراس 

نوساز کلید نخورده.  بهترین فرعی مسکونی منطقه 

کلید دراختیار 

املاک ملل خ سپهر 

مشاور شما آریا",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,44999999488,‏45،000،000،000 تومان,‏281،250،000 تومان,160,1403,3,4,,,True,True,True,,,,,6
QaQFv7K_,https://divar.ir/v/QaQFv7K_,فروش شهرک غرب_135 متر_ 3 نبش_ویو پارک_2 پارکینگ باکس در تهران - 7 دی 1404,"** خداوند یه خونه خوب بهتون هدیه بده **

**  از این واحد استثنایی حتما بازدید بفرمایید**

شهرک غرب.   سه نبش نور خطی آفتاب 

135 متر  3 خواب.   سه نبش جنوبی 

4 طبقه تکواحدی طبقه چهارم 

سرتاسر پنجره نور جنوب ،شرق،شمال 

اتاق‌های بزرگ و کمد های فراوان 

2 پارکینگ سندی باکس

آسانسور انباری بزرگ 

سونا و جکوزی 

بهترین و دنج ترین فرعی مسکونی منطقه 

املاک ملل 

مشاور شما آریا",فروش آپارتمان,real-estate,residential-sell,1,تهران,shahrak-e-gharb,شهرک غرب,33500000256,‏33،500،000،000 تومان,‏248،148،000 تومان,135,1390,3,4 از 4,,,True,True,True,,,,,5
